1|LIFE AND FATE|Vasily|Grossman|GR
1|LEAVES OF GRASS|Walt|Whitman|HB
1|LAMB|Christopher|Moore|NPR
1|LADY CHATTERLY'S LOVER|null|Lawrence|BKML
1|KRISTIN LAVRANSDATTER|null|Undset|BKML
1|KIM|Rudyard|Kipling|MLB
1|KATHERINE|Anya|Seton|BBC
1|KANE AND ABEL|Jeffrey|Archer|BBC
1|JUDE THE OBSCURE|null|Hardy|BKML
1|JR|William|Gaddis|GR
1|JAZZ|Toni|Morrison|GR
1|JAYBER CROW: A NOVEL|Wendell|Berry|HB
1|JAWS|Peter|Benchley|NPR
1|IT|Stephen|King|MLR
1|IRONWEED|William|Kennedy|MLB
1|I, ROBOT|null|Asimov|BKML
1|INTERVIEW WITH THE VAMPIRE|Anne|Rice|NPR
1|IN SEARCH OF LOST TIME|Marcel|Proust|GR
1|IN OUR TIME|Ernest|Hemingway|HB
1|ILLUSIONS|Richard|Bach|MLR
1|I KNOW THIS MUCH IS TRUE|Wally|Lamb|NPR
1|IF ON A WINTER'S NIGHT A TRAVELER|Italo|Calvino|HB
1|I CAPTURE THE CASTLE|Dodie|Smith|BBC
1|HUMBOLDT'S GIFT|Saul|Bellow|GR
1|HOW STELLA GOT HER GROOVE BACK|Terry|McMillan|NPR
1|HOW GREEN WAS MY VALLEY|null|Llewellyn|BKML
1|HOUSEKEEPING: A NOVEL|Marilynne|Robinson|HB
1|HOLES|Louis|Sachar|BBC
1|HIGH FIDELITY|Nick|Hornby|HB
1|HENDERSON THE RAIN KING|Saul|Bellow|MLB
1|HAROUN AND THE SEA OF STORIES|Salman|Rushdie|HB
1|HARD-BOILED WONDERLAND AND THE END OF THE WORLD|Haruki|Murakami|HB
1|HAMLET|William|Shakespeare|HB
1|HALF OF A YELLOW SUN|Chimamanda Ngozi|Adichie|HB
1|GUILTY PLEASURES|Laurell K.|Hamilton|MLR
1|GUARDS! GUARDS!|Terry|Pratchett|BBC
1|GREENMANTLE|Charles de|Lint|MLR
1|GRAVITY'S RAINBOW|Thomas|Pynchon|MLR
1|GO TELL IT ON THE MOUNTAIN|James|Baldwin|MLB
1|GORMENGHAST|Mervyn|Peake|BBC
1|GOODNIGHT MISTER TOM|Michelle|Magorian|BBC
1|GOOD IN BED|Jennifer|Weiner|NPR
1|GIRLS IN LOVE|Jacqueline|Wilson|BBC
1|GIANTS IN THE EARTH|Ole|Rolvaag|BKML
1|GAUDY NIGHT|null|Sayers|BKML
1|FROM HERE TO ETERNITY|James|Jones|MLB
1|FRANNY AND ZOOEY|J.D.|Salinger|NPR
1|FRANKENSTEIN|null|Shelley|BKML
1|FOLLOW THE RIVER|null|Thom|BKML
1|FIFTH BUSINESS|Robertson|Davies|MLR
1|FEAR|L. Ron|Hubbard|MLR
1|FAR FROM THE MADDING CROWD|Thomas|Hardy|BBC
1|EYE OF THE NEEDLE|Ken|Follett|NPR
1|EVEN COWGIRLS GET THE BLUES|Tom|Robbins|NPR
1|ENORMOUS CHANGES AT THE LAST MINUTE|Grace|Paley|HB
1|EMPIRE FALLS|Richard|Russo|NPR
1|DUBLINERS|James|Joyce|HB
1|DROWN|Junot|Diaz|HB
1|DRACULA|Bram|Stoker|NPR
1|DOUBLE STAR|Robert|Heinlein|MLR
1|DOUBLE ACT|Jacqueline|Wilson|BBC
1|DON QUIXOTE|Miguel|de Cervantes Saavedra|GR
1|DINNER AT THE HOMESICK RESTAURANT|null|Tyler|BKML
1|DIARY OF A YOUNG GIRL|Anne|Frank|HB
1|DELIVERANCE|James|Dickey|MLB
1|DEALING WITH DRAGONS: THE ENCHANTED FOREST CHRONICLES|Patricia C.|Wrede|HB
1|DEAD UNTIL DARK|Charlaine|Harris|NPR
1|DARKNESS AT NOON|Arthur|Koestler|MLB
1|DARCONVILLE’S CAT|Alexander|Theroux|GR
1|COLD COMFORT FARM|Stella|Gibbons|BBC
1|CLOUD ATLAS|David|Mitchell|HB
1|CITIZEN OF THE GALAXY|Robert|Heinlein|MLR
1|CHRISTY|null|Marshall|BKML
1|CHESAPEAKE|null|Michener|BKML
1|CHARLOTTE'S WEB|null|White|BKML
1|CHARLIE AND THE CHOCOLATE FACTORY|Roald|Dahl|BBC
1|CAT'S EYE|Margaret|Atwood|GR
1|CAPTAIN CORELLI'S MANDOLIN|Louis de|Bernieres|BBC
1|CANDIDE|Voltaire|Voltaire|GR
1|CANCER WARD|Aleksandr|Solzhenitsyn|GR
1|BUSMAN'S HONEYMOON|null|Sayers|BKML
1|BRIDGE TO TEREBITHIA|null|Paterson|BKML
1|BRIDGE OF SIGHS|Richard|Russo|GR
1|BOY'S LIFE|null|McCammon|BKML
1|BONFIRE OF THE VANITIES|Tom|Wolfe|NPR
1|BLINDNESS|José|Saramago|GR
1|BLACK BEAUTY|Anna|Sewell|BBC
1|BIRDSONG|Sebastian|Faulks|BBC
1|BEN HUR|null|Wallace|BKML
1|BEL CANTO|Ann|Patchett|NPR
1|BEEN DOWN SO LONG IT LOOKS LIKE UP TO ME|Richard|Farina|HB
1|BEACH MUSIC|Pat|Conroy|NPR
1|BAUDOLINO|Umberto|Eco|HB
1|BATTLEFIELD EARTH|L. Ron|Hubbard|MLR
1|A WRINKLE IN TIME|Madeleine|L'Engle|HB
1|A WIZARD OF EARTHSEA|Ursula K. Le|Guin|HB
1|A WILD SHEEP CHASE|Haruki|Murakami|HB
1|AT THE MOUNTAINS OF MADNESS|H.P.|Lovecraft|MLR
1|AT SWIM-TWO-BIRDS|Flann|O'Brien|MLR
1|A SUITABLE BOY|Vikram|Seth|BBC
1|ARTEMIS FOWL|Eoin|Colfer|BBC
1|ARROWSMITH|Sinclair|Lewis|MLR
1|A ROOM WITH A VIEW|E.M.|Forster|MLB
1|APPOINTMENT IN SAMARRA|John|O'Hara|MLB
1|A PEOPLE'S HISTORY OF THE UNITED STATES|Howard|Zinn|HB
1|A PATCHWORK PLANET|null|Tyler|BKML
1|ANTHEM|Ayn|Rand|MLR
1|ANIMAL DREAMS|Barbara|Kingsolver|NPR
1|AND THEN THERE WERE NONE|null|Christie|BKML
1|A MOVEABLE FEAST|Ernest|Hemingway|HB
1|ALL THE PRETTY HORSES|Cormac|McCarthy|NPR
1|ALL QUIET ON THE WESTERN FRONT|Erich Maria|Remarque|GR
1|A LITTLE PRINCESS|Frances Hodgson|Burnett|HB
1|A HIGH WIND IN JAMAICA|Richard|Hughes|MLB
1|A HANDFUL OF DUST|Evelyn|Waugh|MLB
1|A DANCE TO THE MUSIC OF TIME (SERIES)|Anthony|Powell|MLB
1|ADAM BEDE|George|Eliot|GR
1|ABSALOM, ABSALOM!|William|Faulkner|MLR
1|A BEND IN THE RIVER|V.S.|Naipaul|MLB
